,index,title,year,language,episode_season_duration,genre,creators,stars,description,rating,trailer,weighted_rating,nameurls,soup
3919,3919,Video Game High School,2012–2014,English,42min,"Action,Romance,Sci-Fi","Josh Blaylock,Ellary Porterfield,Johanna Braddy",,"In a futuristic world where gaming is the top sport, a teenager attends a school which specializes in a curriculum of video games in each genre.",7.6,https://imdb.com/video/vi983220249?playlistId=tt2170584&ref_=tt_ov_vi,7.530595311792587,"<a href=""https://www.facebook.com/VideoGameHighSchool"">Official Facebook</a>, <a href=""http://www.twitter.com/VGHS"">Official Twitter</a>",school gaming specializes curriculum genre futuristic world top sport teenager attends video games video game high school english joshblaylock ellaryporterfield johannabraddy na action romance sci-fi
3920,3920,The Goes Wrong Show,2019– ,English,29min,Comedy,"Henry Shields,Bryony Corrigan,Jonathan Sayer",,"A series of brand new, hand-crafted, half hours of theatrical catastrophe as The Cornley Polytechnic Drama Society undertake more (overly) ambitious endeavours.",8.5,https://imdb.com/video/vi3550855449?playlistId=tt9860664&ref_=tt_ov_vi,0.0,"<a href=""https://www.bbc.co.uk/programmes/m000csgs"">British Broadcasting Corporation (United Kingdom)</a>",series overly theatrical catastrophe crafted hand ambitious endeavours brand new cornley polytechnic drama society undertake half hours goes wrong show english henryshields bryonycorrigan jonathansayer na comedy
3921,3921,8 Out of 10 Cats,2005– ,English,24min,"Comedy,Game-Show,News","Jimmy Carr,John Pohlhammer,Sean Lock",,8 Out Of 10 Cats is a cheeky and articulate comedy panel show hosted by English comedian Jimmy Carr that uses statistics and a series of opinion polls as a basis for discussion.,7.7,,7.532464620691643,"<a href=""http://www.channel4.com/cats"">Channel 4 (United Kingdom)</a>, <a href=""http://www.endemoluk.com/formats/index.jsp?dyn=showcase.20050617161720"">Zeppotron (United Kingdom)</a>",series cheeky uses statistics opinion polls 8 discussion 10 cats english comedian jimmy carr articulate comedy panel show hosted basis 8 10 cats english jimmycarr johnpohlhammer seanlock na comedy game-show news
3922,3922,Inside the World's Toughest Prisons,2016–2021,English,47min,Documentary,"Raphael Rowe,Paul Connelly,Robin",,"Imagine being in jail. Now imagine living in a foreign country. Scary? Paul Connelly takes you inside these jails. He shows what living conditions are for the inmates, as well as the guards. You'll never look at prison the same.",7.1,https://imdb.com/video/vi3797728793?playlistId=tt6322264&ref_=tt_ov_vi,7.007435934765948,,jail paul connelly takes inside foreign country prison never look inmates jails imagine living conditions guards well scary shows inside world toughest prisons english raphaelrowe paulconnelly robin na documentary
3923,3923,Rocko's Modern Life,1993–1996,"Korean,English",30min,"Animation,Comedy","Joe Murray,Stephen Hillenburg,Mr. Lawrence","Carlos Alazraqui,Tom Kenny,Charlie Adler",The wacky misadventures of an Australian wallaby and his friends as he finishes his transition to American life.,7.9,https://imdb.com/video/vi283485721?playlistId=tt0106115&ref_=tt_ov_vi,7.831897190080493,,transition wacky misadventures american life finishes australian wallaby friends rocko modern life korean english joemurray stephenhillenburg mr.lawrence carlosalazraqui tomkenny charlieadler animation comedy
3924,3924,Dark Hole,2021– ,Korean,1h,"Action,Fantasy,Mystery,Sci-Fi,Thriller","Kim Ok-bin,Lee Joon-hyuk,Cho Ji-Ahn",,About a group of survivors who have to fight for their lives against mutants that are created when humans breathe mysterious dark smoke from a sinkhole.,6.2,,6.2051946827284,"<a href=""http://program.tving.com/ocn/darkhole/"">Official Site (South Korea)</a>",humans breathe mysterious dark smoke fight group survivors created sinkhole lives mutants dark hole korean kimok-bin leejoon-hyuk choji-ahn na action fantasy mystery sci-fi thriller
3925,3925,The Tick,2001–2002,English,23min,"Action,Comedy,Sci-Fi",Ben Edlund,"Patrick Warburton,David Burke,Liz Vassey","The story of superhero The Tick, based on the popular comic book.",7.8,https://imdb.com/video/vi2835022105?playlistId=tt0242949&ref_=tt_ov_vi,7.601192533116508,,based superhero tick popular comic book story tick english benedlund patrickwarburton davidburke lizvassey action comedy sci-fi
3926,3926,Kung Fu: The Legend Continues,1993–1997,English,1h,"Action,Crime,Drama,Fantasy","David Carradine,Chris Potter,Richard Anderson",,"Kwai Chang Caine was a priest at a Shaolin temple, where his son Peter also lived and studied. The temple was destroyed and father and son each thought the other had perished in the fire. For many years, Kwai Chang 'walked the earth,' while Peter became a big-city cop. Finally, they are reunited and now together they battle evil, using wisdom, martial arts, and occasi...",6.6,,6.6878608453240025,"<a href=""http://www.tnt.tv/Title/Display/0"">TNT's Kung Fu: The Legend Continues Page</a>, <a href=""5918"">Warner Bros. Site</a>","city cop battle evil son peter also lived priest together martial arts reunited thought kwai chang caine destroyed perished occasi ... earth ,' using wisdom father walked big finally temple shaolin studied many years became fire kung fu legend continues english davidcarradine chrispotter richardanderson na action crime drama fantasy"
3927,3927,The Chase,2013–2015,English,1h,Game-Show,"Brooke Burns,Mark Labbett,Shawn Parr",,"You can run, but you cannot hide, The Beast is always coming after you. In THE CHASE, a team of three contestants attempts to amass as much money as possible by answering quick-fire questions in a 60-second round. The money earned will go towards a team bank. Why the urgency? Because The Beast is always lurking, ready to pounce. The Beast - quite simply - is a quiz ge...",7.4,https://imdb.com/video/vi3934240281?playlistId=tt3077336&ref_=tt_ov_vi,7.399035312733615,"<a href=""http://thechaseusa.tumblr.com/"">Official Blog</a>, <a href=""https://www.facebook.com/TheChaseUsa"">Official Facebook</a>",run much money team bank three contestants attempts earned quite simply beast pounce quiz ge ... cannot hide answering quick urgency ready fire questions always lurking 60 amass coming chase go towards possible second round chase english brookeburns marklabbett shawnparr na game-show
3928,3928,Spotless,2015– ,"English,French",1h,"Crime,Drama","Corinne Marrinan,Ed McCardie","Marc-André Grondin,Denis Ménochet,Miranda Raison",The law-abiding owner of a crime scene cleaning service is forced into business with a powerful mob boss thanks to his irresponsible older brother.,7.8,https://imdb.com/video/vi854637849?playlistId=tt3834000&ref_=tt_ov_vi,7.533513395454044,"<a href=""https://www.facebook.com/SpotlessTvShow?ref=br_tf"">Official Facebook</a>, <a href=""https://www.netflix.com/tr-en/title/80080727"">Official Netflix</a>",irresponsible older brother law abiding owner powerful mob boss thanks business crime scene cleaning service forced spotless english french corinnemarrinan edmccardie marc-andrégrondin denisménochet mirandaraison crime drama
3929,3929,Confess,2017– ,English,23min,"Drama,Romance","Katie Leclerc,Ryan Cooper,Nea Dune",,"At age twenty-six, Auburn Reed has already lost everything important to her. In her fight to rebuild her shattered life, she has her goals in sight and there is no room for mistakes. But when she walks into a Los Angeles art studio in search of a job, she doesn't expect to find a deep attraction to the enigmatic artist who works there, Owen Gentry. For once, Auburn ta...",7.9,https://imdb.com/video/vi3998266905?playlistId=tt6316900&ref_=tt_ov_vi,7.467972799573127,,goals fight enigmatic artist job los angeles art studio works walks shattered life auburn ta ... rebuild sight reed room owen gentry already lost everything important search deep attraction six find age twenty mistakes expect confess english katieleclerc ryancooper neadune na drama romance
3930,3930,New York Undercover,1994–1999,English,1h,"Crime,Drama","Kevin Arkadie,Dick Wolf","Malik Yoba,Michael DeLorenzo,Patti D'Arbanville","Drugs, robbery, corruption, rape, murder. Cops versus criminals. The undercover war has started. Welcome to New York City.",7.9,https://imdb.com/video/vi2867577113?playlistId=tt0108876&ref_=tt_ov_vi,7.481064532919395,,started cops versus criminals corruption rape murder drugs new york city welcome robbery undercover war new york undercover english kevinarkadie dickwolf malikyoba michaeldelorenzo pattid'arbanville crime drama
3931,3931,Murder Meri Jaan,2021– ,Hindi,15min,"Action,Crime,Thriller","Harjeet Chhabra,Nisheeth Neerav Neelkanth","Tanuj Virwani,Barkha Singh,Sharat Sonu","One is a con artist, another a top cop - Sonal and Aditya are an unusual couple. Together they solve crimes while the mystery between them continues to puzzle.",8.4,https://imdb.com/video/vi31047705?playlistId=tt14545236&ref_=tt_ov_vi,8.394805808736606,,one together top cop continues mystery unusual couple con artist sonal solve crimes another aditya puzzle murder meri jaan hindi harjeetchhabra nisheethneeravneelkanth tanujvirwani barkhasingh sharatsonu action crime thriller
3932,3932,Afili Ask,2019–2020,Turkish,2h,"Comedy,Romance","Caglar Ertugrul,Burcu Özberk,Benian Dönmez",,"Tells the story of Ayse, who due to slanderous accusations is forced to marry Kerem, a well-known, rich and handsome playboy.",6.4,,0.0,"<a href=""https://www.facebook.com/afiliask"">Facebook</a>, <a href=""https://www.instagram.com/afiliask/"">Instagram</a>",handsome playboy tells rich ayse story due slanderous accusations known marry kerem forced well afili ask turkish caglarertugrul burcuözberk beniandönmez na comedy romance
3933,3933,Undressed,1999–2002,English,30min,"Comedy,Drama","Serah D'Laine,Scott Hamm,Gina May",,"Anthology series examines the diverse sexual relationships involving the different genders, races, sexual orientations, and fetishes of high schoolers, college students, and post-college roommates.",5.8,,0.0,"<a href=""http://www.mtv.com/ontv/dyn/undressed/series.jhtml"">MTV</a>, <a href=""http://www.facebook.com/undressedtv"">Official Facebook</a>",fetishes different genders races high schoolers college roommates sexual orientations diverse relationships involving anthology series examines students post undressed english serahd'laine scotthamm ginamay na comedy drama
3934,3934,The Rangers of the New Republic,,English,,"Action,Adventure,Drama,Fantasy,Sci-Fi",,,Disney+ series set within the timeline of 'The Mandalorian'.,0.0,https://imdb.com/video/vi3340026137?playlistId=tt13622774&ref_=tt_ov_vi,0.0,,mandalorian '. disney timeline series set within rangers new republic english na na action adventure drama fantasy sci-fi
3935,3935,The Wiggles,1998– ,English,30min,"Adventure,Comedy,Family,Fantasy,Music","Murray Cook,Jeff Fatt,Anthony Field","Murray Cook,Jeff Fatt,Anthony Field","A show geared for babies up to older toddlers. This show is full of music, teaching kids songs and easy dances.",5.8,https://imdb.com/video/vi3585714969?playlistId=tt0454656&ref_=tt_ov_vi,5.801720302513257,,older toddlers show babies geared full music teaching kids songs easy dances wiggles english murraycook jefffatt anthonyfield murraycook jefffatt anthonyfield adventure comedy family fantasy music
3936,3936,Dark Heart,2016– ,English,45min,"Crime,Drama,Thriller","Tom Riley,Joseph Teague,Anjli Mohindra",,DI Will Wagstaffe and his team investigate horrifying and brutal attacks.,6.6,,0.0,,di brutal attacks wagstaffe team investigate horrifying dark heart english tomriley josephteague anjlimohindra na crime drama thriller
3937,3937,Wireless,2020– ,,8min,Thriller,"Tye Sheridan,Andie MacDowell,Lukas Gage",,"A self-obsessed college student stranded in the Colorado mountains, whose only hope for survival is the tool he has spent his whole life learning to use: his smartphone.",6.0,https://imdb.com/video/vi3853959449?playlistId=tt11312130&ref_=tt_ov_vi,6.0018423055372425,,colorado mountains obsessed college student stranded self smartphone survival tool whole life learning use whose spent hope wireless na tyesheridan andiemacdowell lukasgage na thriller
3938,3938,Penguinz0,2007– ,English,,Comedy,"Charles White Jr.,Matt Phillips,Danny",,"The Charlie ""The Moistener"" Charleston takes his audience on a journey through the rectal cavity of truth to uncover the meaning behind various internet topics.",9.5,,9.494732257658049,"<a href=""https://www.facebook.com/Cr1TiKaL"">Official Facebook</a>",audience rectal cavity charlie meaning behind various internet topics journey uncover charleston takes moistener truth penguinz0 english charleswhitejr. mattphillips danny na comedy
